Time,SBUS A          V-node,SBUS B          V-node,SBUS C          V-node,SBUS A 22   A I-branch,SBUS B 22   B I-branch,SBUS C 22   C I-branch,TACS   PV001V I-branch,TACS   PV001I I-branch,TACS   PV001W I-branch,TACS   PV002V I-branch,TACS   PV002I I-branch,TACS   PV002W I-branch,TACS   ST001V I-branch,TACS   ST001I I-branch,TACS   ST001W I-branch,TACS   ST002V I-branch,TACS   ST002I I-branch,TACS   ST002W I-branch,TACS   ST003V I-branch,TACS   ST003I I-branch,TACS   ST003W I-branch
370300,-31686,97981,-66300,19527,85964,-94315,99845,-73293,62745,98827,99963,89187,-99986,-99999,-99999,99845,39684,62745,98827,99963,89187
370350,-33468,98340,-64877,17713,86912,-93673,99835,-73297,62738,98826,99963,89215,-99986,-99999,-99999,99835,39664,62738,98826,99963,89215
370400,-35238,98664,-63431,15893,87828,-92997,99823,-73300,62731,98825,99964,89253,-99986,-99999,-99999,99823,39645,62731,98825,99964,89253
370450,-36996,98954,-61963,14066,88714,-92288,99808,-73304,62724,98825,99964,89291,-99986,-99999,-99999,99808,39626,62724,98825,99964,89291
370500,-38740,99208,-60472,12234,89568,-91547,99790,-73307,62717,98824,99965,89329,-99986,-99999,-99999,99790,39609,62717,98824,99965,89329
370550,-40471,99427,-58960,10397,90390,-90772,99771,-73311,62710,98824,99965,89367,-99986,-99999,-99999,99771,39592,62710,98824,99965,89367
370600,-42187,99610,-57427,8555,91180,-89966,99749,-73314,62703,98823,99965,89405,-99986,-99999,-99999,99749,39575,62703,98823,99965,89405
370650,-43889,99758,-55874,6710,91937,-89128,99724,-73317,62697,98823,99966,89443,-99986,-99999,-99999,99724,39560,62697,98823,99966,89443
370700,-45575,99871,-54301,4862,92662,-88258,99698,-73319,62690,98822,99966,89491,-99986,-99999,-99999,99698,39545,62690,98822,99966,89491
370750,-47244,99948,-52709,3012,93354,-87356,99669,-73322,62684,98822,99967,89538,-99986,-99999,-99999,99669,39532,62684,98822,99967,89538
370800,-48897,99990,-51098,1160,94013,-86424,99638,-73325,62677,98821,99967,89586,-99986,-99999,-99999,99638,39519,62677,98821,99967,89586
370850,-50533,99996,-49468,-693,94639,-85461,99604,-73327,62671,98821,99967,89633,-99986,-99999,-99999,99604,39507,62671,98821,99967,89633
370900,-52150,99967,-47822,-2546,95230,-84467,99569,-73329,62665,98820,99968,89681,-99986,-99999,-99999,99569,39495,62665,98820,99968,89681
370950,-53749,99902,-46158,-4399,95788,-83444,99531,-73331,62659,98820,99968,89728,-99986,-99999,-99999,99531,39485,62659,98820,99968,89728
371000,-55329,99802,-44477,-6252,96312,-82391,99492,-73333,62653,98820,99969,89785,-99986,-99999,-99999,99492,39476,62653,98820,99969,89785
371050,-56889,99666,-42781,-8102,96802,-81308,99450,-73334,62647,98819,99969,89833,-99986,-99999,-99999,99450,39467,62647,98819,99969,89833
371100,-58429,99495,-41070,-9950,97257,-80197,99407,-73336,62641,98819,99969,89890,-99986,-99999,-99999,99407,39460,62641,98819,99969,89890
371150,-59948,99289,-39344,-11795,97678,-79057,99361,-73337,62636,98819,99970,89947,-99986,-99999,-99999,99361,39453,62636,98819,99970,89947
371200,-61446,99047,-37605,-13637,98064,-77889,99314,-73338,62631,98818,99970,89994,-99986,-99999,-99999,99314,39448,62631,98818,99970,89994
371250,-62922,98770,-35851,-15474,98415,-76694,99265,-73339,62625,98818,99971,90051,-99986,-99999,-99999,99265,39443,62625,98818,99971,90051
371300,-64376,98458,-34086,-17307,98731,-75471,99214,-73340,62620,98818,99971,90108,-99986,-99999,-99999,99214,39439,62620,98818,99971,90108
371350,-65807,98111,-32308,-19133,99013,-74222,99162,-73340,62616,98818,99971,90165,-99986,-99999,-99999,99162,39437,62616,98818,99971,90165
371400,-67215,97729,-30518,-20954,99258,-72946,99108,-73340,62611,98818,99972,90232,-99986,-99999,-99999,99108,39435,62611,98818,99972,90232
371450,-68598,97312,-28718,-22768,99469,-71644,99052,-73341,62607,98817,99972,90289,-99986,-99999,-99999,99052,39435,62607,98817,99972,90289
371500,-69957,96861,-26907,-24574,99644,-70316,98995,-73341,62603,98817,99973,90346,-99986,-99999,-99999,98995,39435,62603,98817,99973,90346
371550,-71292,96375,-25087,-26372,99784,-68964,98937,-73340,62599,98817,99973,90403,-99986,-99999,-99999,98937,39436,62599,98817,99973,90403
371600,-72601,95855,-23258,-28162,99889,-67587,98877,-73340,62595,98817,99973,90469,-99986,-99999,-99999,98877,39438,62595,98817,99973,90469
371650,-73884,95301,-21421,-29941,99958,-66187,98816,-73339,62592,98817,99974,90526,-99986,-99999,-99999,98816,39442,62592,98817,99974,90526
371700,-75141,94713,-19576,-31711,99991,-64762,98754,-73338,62588,98817,99974,90583,-99986,-99999,-99999,98754,39446,62588,98817,99974,90583
371750,-76371,94092,-17724,-33471,99989,-63315,98691,-73337,62585,98817,99974,90650,-99986,-99999,-99999,98691,39451,62585,98817,99974,90650
371800,-77575,93437,-15866,-35218,99952,-61845,98626,-73336,62583,98817,99975,90707,-99986,-99999,-99999,98626,39457,62583,98817,99975,90707
371850,-78750,92749,-14002,-36954,99879,-60353,98561,-73335,62580,98817,99975,90773,-99986,-99999,-99999,98561,39465,62580,98817,99975,90773
371900,-79898,92028,-12133,-38678,99770,-58840,98495,-73333,62578,98817,99975,90830,-99986,-99999,-99999,98495,39473,62578,98817,99975,90830
371950,-81017,91274,-10260,-40388,99626,-57306,98429,-73332,62576,98817,99976,90887,-99986,-99999,-99999,98429,39482,62576,98817,99976,90887
372000,-82108,90488,-8384,-42085,99447,-55751,98361,-73330,62574,98818,99976,90954,-99986,-99999,-99999,98361,39492,62574,98818,99976,90954
372050,-83169,89670,-6504,-43767,99232,-54177,98293,-73327,62572,98818,99976,91011,-99986,-99999,-99999,98293,39503,62572,98818,99976,91011
372100,-84201,88820,-4622,-45434,98982,-52584,98225,-73325,62571,98818,99976,91068,-99986,-99999,-99999,98225,39515,62571,98818,99976,91068
372150,-85202,87938,-2738,-47085,98697,-50971,98156,-73323,62570,98818,99977,91134,-99986,-99999,-99999,98156,39528,62570,98818,99977,91134
372200,-86174,87025,-854,-48721,98376,-49341,98087,-73320,62569,98818,99977,91191,-99986,-99999,-99999,98087,39541,62569,98818,99977,91191
372250,-87115,86081,1031,-50340,98021,-47693,98017,-73317,62569,98819,99977,91248,-99986,-99999,-99999,98017,39556,62569,98819,99977,91248
372300,-88025,85106,2916,-51941,97631,-46028,97948,-73314,62569,98819,99977,91305,-99986,-99999,-99999,97948,39571,62569,98819,99977,91305
372350,-88904,84102,4799,-53525,97206,-44347,97878,-73311,62569,98819,99978,91362,-99986,-99999,-99999,97878,39588,62569,98819,99978,91362
372400,-89751,83067,6681,-55090,96747,-42650,97809,-73308,62569,98820,99978,91419,-99986,-99999,-99999,97809,39605,62569,98820,99978,91419
372450,-90566,82003,8560,-56636,96253,-40938,97739,-73305,62569,98820,99978,91467,-99986,-99999,-99999,97739,39623,62569,98820,99978,91467
372500,-91349,80910,10437,-58163,95726,-39212,97670,-73301,62570,98820,99978,91524,-99986,-99999,-99999,97670,39641,62570,98820,99978,91524
372550,-92100,79788,12309,-59669,95164,-37471,97602,-73297,62571,98821,99978,91581,-99986,-99999,-99999,97602,39661,62571,98821,99978,91581
372600,-92818,78637,14178,-61155,94568,-35717,97533,-73294,62573,98821,99978,91628,-99986,-99999,-99999,97533,39681,62573,98821,99978,91628
372650,-93503,77459,16041,-62620,93939,-33951,97466,-73290,62574,98822,99978,91685,-99986,-99999,-99999,97466,39702,62574,98822,99978,91685
372700,-94154,76253,17899,-64063,93276,-32172,97399,-73285,62576,98822,99979,91733,-99986,-99999,-99999,97399,39723,62576,98822,99979,91733
372750,-94773,75020,19750,-65484,92580,-30382,97333,-73281,62578,98823,99979,91780,-99986,-99999,-99999,97333,39745,62578,98823,99979,91780
372800,-95357,73761,21594,-66882,91852,-28581,97267,-73277,62581,98823,99979,91828,-99986,-99999,-99999,97267,39768,62581,98823,99979,91828
372850,-95908,72475,23430,-68258,91090,-26771,97203,-73272,62583,98824,99979,91875,-99986,-99999,-99999,97203,39791,62583,98824,99979,91875
372900,-96424,71164,25259,-69609,90297,-24950,97139,-73268,62586,98824,99979,91913,-99986,-99999,-99999,97139,39815,62586,98824,99979,91913
372950,-96907,69827,27078,-70936,89471,-23121,97077,-73263,62589,98825,99979,91961,-99986,-99999,-99999,97077,39839,62589,98825,99979,91961
373000,-97355,68465,28887,-72239,88613,-21283,97016,-73258,62593,98825,99979,91999,-99986,-99999,-99999,97016,39864,62593,98825,99979,91999
373050,-97768,67079,30687,-73517,87724,-19438,96956,-73254,62596,98826,99979,92046,-99986,-99999,-99999,96956,39890,62596,98826,99979,92046
373100,-98147,65669,32475,-74769,86804,-17586,96898,-73249,62600,98827,99979,92084,-99986,-99999,-99999,96898,39915,62600,98827,99979,92084
373150,-98490,64236,34252,-75995,85853,-15728,96841,-73244,62604,98827,99979,92122,-99986,-99999,-99999,96841,39941,62604,98827,99979,92122
373200,-98799,62780,36017,-77195,84872,-13864,96786,-73239,62608,98828,99979,92151,-99986,-99999,-99999,96786,39968,62608,98828,99979,92151
373250,-99073,61302,37769,-78368,83860,-11995,96733,-73233,62613,98828,99979,92189,-99986,-99999,-99999,96733,39995,62613,98828,99979,92189
373300,-99311,59802,39507,-79513,82819,-10122,96681,-73228,62617,98829,99979,92217,-99986,-99999,-99999,96681,40022,62617,98829,99979,92217
373350,-99514,58281,41232,-80631,81748,-8246,96631,-73223,62622,98830,99979,92246,-99986,-99999,-99999,96631,40049,62622,98830,99979,92246
373400,-99682,56739,42942,-81721,80648,-6366,96584,-73218,62627,98830,99978,92274,-99986,-99999,-99999,96584,40076,62627,98830,99978,92274
373450,-99814,55177,44636,-82783,79519,-4484,96538,-73213,62633,98831,99978,92303,-99986,-99999,-99999,96538,40104,62633,98831,99978,92303
373500,-99911,53595,46315,-83816,78362,-2601,96494,-73207,62638,98832,99978,92331,-99986,-99999,-99999,96494,40132,62638,98832,99978,92331
373550,-99973,51994,47977,-84819,77178,-717,96452,-73202,62644,98832,99978,92350,-99986,-99999,-99999,96452,40160,62644,98832,99978,92350
373600,-99999,50375,49622,-85793,75966,1168,96413,-73197,62650,98833,99978,92369,-99986,-99999,-99999,96413,40187,62650,98833,99978,92369
373650,-99989,48738,51250,-86737,74727,3052,96376,-73191,62655,98834,99978,92398,-99986,-99999,-99999,96376,40215,62655,98834,99978,92398
373700,-99944,47084,52859,-87651,73461,4935,96341,-73186,62661,98834,99978,92407,-99986,-99999,-99999,96341,40243,62661,98834,99978,92407
373750,-99863,45412,54450,-88534,72169,6816,96309,-73181,62668,98835,99977,92426,-99986,-99999,-99999,96309,40271,62668,98835,99977,92426
373800,-99747,43725,56021,-89387,70852,8695,96279,-73175,62674,98836,99977,92436,-99986,-99999,-99999,96279,40298,62674,98836,99977,92436
373850,-99595,42022,57572,-90208,69510,10571,96252,-73170,62681,98837,99977,92455,-99986,-99999,-99999,96252,40326,62681,98837,99977,92455
373900,-99408,40304,59103,-90998,68142,12443,96228,-73165,62687,98837,99977,92464,-99986,-99999,-99999,96228,40353,62687,98837,99977,92464
373950,-99186,38572,60613,-91756,66751,14311,96206,-73160,62694,98838,99976,92474,-99986,-99999,-99999,96206,40380,62694,98838,99976,92474
374000,-98929,36826,62101,-92482,65336,16173,96186,-73155,62701,98839,99976,92474,-99986,-99999,-99999,96186,40406,62701,98839,99976,92474
374050,-98636,35068,63568,-93176,63898,18030,96170,-73150,62707,98839,99976,92483,-99986,-99999,-99999,96170,40433,62707,98839,99976,92483
374100,-98308,33296,65011,-93837,62437,19880,96156,-73145,62714,98840,99976,92483,-99986,-99999,-99999,96156,40458,62714,98840,99976,92483
374150,-97945,31513,66432,-94466,60953,21724,96145,-73140,62721,98841,99975,92483,-99986,-99999,-99999,96145,40484,62721,98841,99975,92483
374200,-97548,29719,67829,-95062,59449,23559,96136,-73135,62728,98841,99975,92483,-99986,-99999,-99999,96136,40509,62728,98841,99975,92483
374250,-97116,27914,69202,-95624,57923,25386,96131,-73130,62736,98842,99975,92483,-99986,-99999,-99999,96131,40533,62736,98842,99975,92483
374300,-96649,26099,70550,-96153,56376,27205,96128,-73126,62743,98843,99975,92474,-99986,-99999,-99999,96128,40557,62743,98843,99975,92474
374350,-96148,24275,71873,-96649,54810,29013,96128,-73121,62750,98843,99974,92464,-99986,-99999,-99999,96128,40581,62750,98843,99974,92464
374400,-95613,22442,73171,-97110,53224,30811,96131,-73117,62757,98844,99974,92455,-99986,-99999,-99999,96131,40604,62757,98844,99974,92455
374450,-95044,20601,74443,-97538,51619,32599,96137,-73113,62764,98845,99974,92445,-99986,-99999,-99999,96137,40626,62764,98845,99974,92445
374500,-94441,18753,75688,-97932,49995,34374,96145,-73109,62771,98845,99973,92436,-99986,-99999,-99999,96145,40647,62771,98845,99973,92436
374550,-93805,16899,76906,-98292,48354,36138,96157,-73105,62779,98846,99973,92426,-99986,-99999,-99999,96157,40668,62779,98846,99973,92426
374600,-93135,15038,78097,-98617,46696,37888,96171,-73101,62786,98846,99972,92407,-99986,-99999,-99999,96171,40688,62786,98846,99972,92407
374650,-92432,13172,79261,-98908,45021,39626,96188,-73097,62793,98847,99972,92388,-99986,-99999,-99999,96188,40707,62793,98847,99972,92388
374700,-91697,11301,80396,-99164,43331,41349,96208,-73094,62800,98848,99972,92369,-99986,-99999,-99999,96208,40726,62800,98848,99972,92369
374750,-90928,9426,81502,-99386,41625,43057,96230,-73090,62807,98848,99971,92350,-99986,-99999,-99999,96230,40744,62807,98848,99971,92350
374800,-90128,7548,82580,-99573,39904,44750,96256,-73087,62814,98849,99971,92331,-99986,-99999,-99999,96256,40760,62814,98849,99971,92331
374850,-89295,5667,83628,-99725,38168,46427,96283,-73084,62821,98849,99971,92303,-99986,-99999,-99999,96283,40776,62821,98849,99971,92303
374900,-88431,3785,84647,-99842,36420,48088,96314,-73081,62827,98850,99970,92284,-99986,-99999,-99999,96314,40791,62827,98850,99970,92284
374950,-87535,1900,85635,-99925,34658,49732,96347,-73079,62834,98850,99970,92255,-99986,-99999,-99999,96347,40805,62834,98850,99970,92255
375000,-86608,16,86593,-99972,32884,51358,96382,-73076,62841,98851,99969,92227,-99986,-99999,-99999,96382,40818,62841,98851,99969,92227
375050,-85651,-1869,87521,-99985,31099,52965,96420,-73074,62847,98851,99969,92198,-99986,-99999,-99999,96420,40831,62847,98851,99969,92198
375100,-84663,-3753,88417,-99962,29302,54554,96461,-73072,62853,98851,99969,92170,-99986,-99999,-99999,96461,40842,62853,98851,99969,92170
375150,-83645,-5636,89282,-99905,27495,56124,96503,-73070,62859,98852,99968,92141,-99986,-99999,-99999,96503,40852,62859,98852,99968,92141
375200,-82597,-7517,90115,-99813,25678,57673,96548,-73068,62865,98852,99968,92103,-99986,-99999,-99999,96548,40861,62865,98852,99968,92103
375250,-81520,-9395,90916,-99686,23852,59202,96595,-73066,62871,98853,99967,92075,-99986,-99999,-99999,96595,40869,62871,98853,99967,92075
375300,-80413,-11270,91684,-99524,22018,60710,96644,-73065,62877,98853,99967,92037,-99986,-99999,-99999,96644,40876,62877,98853,99967,92037
375350,-79279,-13141,92421,-99328,20176,62197,96696,-73064,62882,98853,99967,91999,-99986,-99999,-99999,96696,40882,62882,98853,99967,91999
375400,-78116,-15007,93124,-99096,18326,63661,96749,-73063,62888,98854,99966,91970,-99986,-99999,-99999,96749,40887,62888,98854,99966,91970
375450,-76925,-16868,93794,-98830,16470,65103,96804,-73062,62893,98854,99966,91932,-99986,-99999,-99999,96804,40890,62893,98854,99966,91932
375500,-75707,-18723,94431,-98530,14609,66521,96861,-73062,62898,98854,99966,91894,-99986,-99999,-99999,96861,40893,62898,98854,99966,91894
375550,-74462,-20571,95034,-98195,12742,67916,96919,-73061,62903,98854,99965,91856,-99986,-99999,-99999,96919,40895,62903,98854,99965,91856
375600,-73191,-22412,95604,-97826,10870,69287,96979,-73061,62907,98854,99965,91818,-99986,-99999,-99999,96979,40895,62907,98854,99965,91818
375650,-71894,-24245,96140,-97423,8995,70633,97041,-73061,62911,98855,99964,91771,-99986,-99999,-99999,97041,40895,62911,98855,99964,91771
375700,-70571,-26069,96641,-96985,7116,71954,97103,-73062,62915,98855,99964,91733,-99986,-99999,-99999,97103,40893,62915,98855,99964,91733
375750,-69223,-27884,97108,-96514,5235,73250,97168,-73062,62919,98855,99964,91695,-99986,-99999,-99999,97168,40890,62919,98855,99964,91695
375800,-67850,-29689,97541,-96009,3352,74519,97233,-73063,62923,98855,99963,91657,-99986,-99999,-99999,97233,40887,62923,98855,99963,91657
375850,-66454,-31484,97939,-95471,1468,75762,97299,-73064,62926,98855,99963,91609,-99987,-99999,-99999,97299,40882,62926,98855,99963,91609
375900,-65034,-33267,98302,-94899,-416,76978,97367,-73065,62929,98855,99963,91571,-99987,-99999,-99999,97367,40876,62929,98855,99963,91571
375950,-63590,-35038,98630,-94294,-2301,78167,97435,-73066,62932,98855,99962,91524,-99987,-99999,-99999,97435,40869,62932,98855,99962,91524
376000,-62124,-36798,98924,-93656,-4185,79328,97504,-73068,62935,98855,99962,91486,-99987,-99999,-99999,97504,40861,62935,98855,99962,91486
376050,-60636,-38544,99182,-92986,-6067,80461,97574,-73070,62937,98855,99962,91448,-99987,-99999,-99999,97574,40852,62937,98855,99962,91448
376100,-59127,-40276,99404,-92283,-7947,81565,97644,-73072,62939,98855,99961,91400,-99987,-99999,-99999,97644,40842,62939,98855,99961,91400
376150,-57596,-41994,99592,-91547,-9824,82640,97715,-73074,62941,98855,99961,91362,-99987,-99999,-99999,97715,40831,62941,98855,99961,91362
376200,-56045,-43697,99744,-90780,-11698,83686,97786,-73076,62943,98855,99961,91315,-99987,-99999,-99999,97786,40819,62943,98855,99961,91315
376250,-54474,-45385,99861,-89982,-13567,84702,97857,-73078,62944,98855,99961,91277,-99987,-99999,-99999,97857,40806,62944,98855,99961,91277
376300,-52884,-47056,99942,-89151,-15432,85688,97929,-73081,62945,98855,99960,91239,-99987,-99999,-99999,97929,40792,62945,98855,99960,91239
376350,-51275,-48711,99988,-88290,-17291,86644,98000,-73084,62946,98855,99960,91191,-99987,-99999,-99999,98000,40777,62946,98855,99960,91191
376400,-49647,-50348,99998,-87398,-19144,87569,98071,-73087,62946,98854,99960,91153,-99987,-99999,-99999,98071,40762,62946,98854,99960,91153
376450,-48003,-51968,99972,-86476,-20991,88462,98142,-73090,62947,98854,99960,91115,-99987,-99999,-99999,98142,40745,62947,98854,99960,91115
376500,-46341,-53569,99912,-85523,-22830,89325,98213,-73093,62947,98854,99959,91077,-99987,-99999,-99999,98213,40728,62947,98854,99959,91077
376550,-44662,-55151,99815,-84541,-24660,90155,98283,-73097,62946,98854,99959,91039,-99987,-99999,-99999,98283,40710,62946,98854,99959,91039
376600,-42968,-56713,99683,-83529,-26482,90954,98353,-73100,62946,98853,99959,91001,-99987,-99999,-99999,98353,40691,62946,98853,99959,91001
376650,-41258,-58256,99516,-82488,-28295,91720,98422,-73104,62945,98853,99959,90963,-99987,-99999,-99999,98422,40671,62945,98853,99959,90963
376700,-39534,-59777,99313,-81418,-30098,92453,98491,-73108,62944,98853,99958,90925,-99987,-99999,-99999,98491,40651,62944,98853,99959,90925
376750,-37796,-61278,99076,-80320,-31890,93154,98559,-73112,62942,98853,99958,90887,-99987,-99999,-99999,98559,40630,62942,98853,99958,90887
376800,-36044,-62756,98802,-79194,-33670,93822,98625,-73116,62941,98852,99958,90859,-99987,-99999,-99999,98625,40608,62941,98852,99958,90859
376850,-34279,-64213,98494,-78040,-35439,94456,98691,-73121,62939,98852,99958,90821,-99987,-99999,-99999,98691,40586,62939,98852,99958,90821
376900,-32503,-65646,98151,-76860,-37195,95057,98756,-73125,62936,98851,99958,90783,-99987,-99999,-99999,98756,40563,62936,98851,99958,90783
